,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14
AC245014.1_hg,0.0,0.00023342138716850801,0.0,0.0,0.0,0.0005726446915443801,2.1850869765836297e-05,0.0,0.0001118510764900494,0.0,8.602502544779328e-05,0.0,0.0,0.0,0.0
AC245060.5_hg,0.0,2.1658998508844087,0.17555747083005097,0.0,0.0,0.0,0.0,0.0,0.0,1.2154665563095017,0.7558578243542738,1.481488239959722,0.25650060226569354,0.0,0.06854145255274062
AC245100.1_hg,0.0,0.0018086144293896311,0.0047315244193186275,0.0,0.0,0.0,0.0,0.0016052143186145332,0.0,0.0,0.0,0.0007999670047410309,0.0,0.0,0.0
AC245297.3_hg,0.0003080414979111319,0.36284398610620516,0.35270319927037513,0.053718413001937755,0.3451917468641271,0.036336139493300175,0.002690582404662224,0.18565863142113917,0.0,0.08396519451384069,0.0,0.0,0.0,0.0,0.14769580634348367
ACACB_hg,0.0,0.08586409093064777,0.11257469473595932,0.0441497229474634,0.07257851867149832,0.0,0.0,0.0,0.0,0.0,0.0,0.07758168283634205,0.0,0.0,0.0
ACAP1_hg,0.0,0.055567813725894526,0.0,0.02772585879092659,0.05006710986086824,0.0,0.0,0.016605237183655547,0.006694032091508148,0.015105281635285578,0.004977513214389086,0.04876229748217885,0.0,0.008040181364059814,0.0
ACAP2_hg,0.11126550943752829,0.6374936835678074,1.2361120194629818,0.24508459636919247,0.7632191390759611,0.17929974605147556,0.03603873660948232,0.34337657615063566,0.06026873656692079,0.37638819380225746,0.13278224061477212,0.5041041617279367,0.3953339340486936,0.569273043317844,1.1606732710854764
ACAT2_hg,0.0,0.27040077438340077,0.4983546801926388,0.0689888080673394,0.0,0.0,0.6986660074957448,1.9355019326335519,0.0,0.017744486127580325,0.017465993050061444,0.25809176684468343,1.0252764385560154,0.0,0.0909891598682781
ACOT11_hg,0.0,0.19518712594141638,0.004926830642400836,0.041427203757493244,0.06686115064829971,0.018578382117428432,0.0029427724692838338,0.027693278389895458,0.0,0.0,0.03102368433122735,0.007038594659813686,0.0,0.0,0.035445226034760566
ACOT13_hg,0.0,0.044893395769130866,0.19210995546887769,0.2873583205915922,0.0,0.16298391256322334,0.22469541705525392,1.4110672323779816,0.0,0.0,0.0,0.0,0.18074146755536113,0.04119093203380409,0.0
ACOT4_hg,0.0,4.2657330573736694e-05,9.789483577823748e-05,0.0,8.497917959315076e-05,1.0617856780467518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125271867403481e-05
ACP5_hg,0.0,0.007302178855667366,0.04124664778386582,0.0,0.04015479309709963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACRBP_hg,0.0,0.0,0.0,0.13360898514023486,0.44073029016081994,0.0,0.0,0.2316781535813112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSBG1_hg,0.0,0.030035873257706548,0.012808696874277171,0.08216694819014747,0.022689069204048454,0.029753115187881075,0.0,0.02001785511941041,0.001161568056680193,0.0,0.0,0.005869638085129861,0.012301355068829041,0.0,0.0
ACSL1_hg,0.0,0.09588466086534533,0.4427843152926197,0.08645147861637091,0.3426504563548502,0.04254008950817862,0.0,0.09954756344359031,0.0,0.0,0.0,0.2544921571196395,0.004159916639410809,0.10655437851479431,0.2071745819536217
ACSL3_hg,0.0,0.14067131229100885,0.84192706333882,0.14814869012635118,0.6370330975833333,0.3154512724580758,0.0,0.40356127472695524,0.0,0.2887392946078818,0.0003533463611282617,0.1358926613467706,0.24836668331181722,0.5543281680623675,0.6819291611319004
ACSL6_hg,0.0,0.27677550210192337,0.004024249616206692,0.1345154319839072,0.07340850231627363,0.0,0.0,0.0,0.0,0.0,0.04900903790457699,0.0,0.0,0.0,0.0
ACSM2B_hg,0.0,0.01223660989892438,0.07005395637950039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067740194168461575,0.0,0.0,0.0
ACSM3_hg,0.0,0.33124693015389856,0.3553833957735513,0.8364090393148763,0.548984129002421,0.0,0.15543860600897663,0.696961276224479,0.13811490622803926,0.0,0.0,0.0,0.0,0.3462060485550447,1.0220546937459312
ACSM4_hg,3.184973415036755e-05,0.0009403776779569023,0.0015931516212583817,0.0,0.0,0.0,0.00020499612256724069,0.00031973583472852797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSS1_hg,0.0,0.03167581395183562,0.0,0.10631309309656334,0.0,0.0,0.0,0.0,0.0,0.019427857276545276,0.011271447938824427,0.01667511309992852,0.0,0.0,0.0
ACTL8_hg,0.0,0.0,0.0,0.011938161206806908,0.0,0.0,0.0,0.00525285488516855,0.0,0.0,0.0012291038783979608,0.07804731882551896,0.061235824105662646,0.0,0.0
ACTN1_hg,0.2679089854291132,0.20912551818466216,0.13491826221471548,0.14931444007290853,1.3485070859173356,0.48369019679604885,0.08161694707046531,0.13918754836419325,0.004086780284587622,0.034121799382653945,0.0,1.4819748043518044,0.1114483648522861,0.5481323587318283,0.7300354429872792
ACTN4_hg,0.0,0.36130284693154446,0.0,0.0,0.7388943837306208,0.35689726617272627,0.0,0.14703513979136462,0.018817948937292803,1.101287820240234,0.2744177049231134,1.4720249009497732,0.0,0.12511517094279936,0.5650071241729087
ACTRT3_hg,0.0,0.0,0.0,0.0005008212557976901,0.0,0.00018641433032634837,0.0,0.0013149159526721628,0.0,0.0,0.00014159544906731678,0.0,0.000258168053418775,0.0,0.0
ACVR2A_hg,0.0,0.03893952803107486,0.12109548109643693,0.0,0.0033428645955520205,0.007032100990404244,0.0,0.0,0.0,0.000753697681636144,0.0,0.005491760619507567,0.007538728139796287,0.0,0.048752913773468534
ACVRL1_hg,0.0,0.0,0.04072257374998708,0.0,0.06944319261889886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007015320017287294
AD000090.1_hg,0.0,0.06779069467573885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8198966360093622,0.0,0.0,0.0,0.0
ADAM12_hg,0.0,0.0,0.00021115427050578652,0.0,0.0,0.0,0.0004299516821135127,0.0,0.0,0.0,0.0,0.0002706225897323907,0.0,0.0,0.0005761717801456105
ADAM17_hg,0.12391825499018096,1.0158745174280126,0.6844345342787754,0.0,0.5269359046748741,0.20542886222876675,0.0785567123866714,0.02957243875367542,0.0,0.27979361608332187,0.24928643206574744,0.11053016355525969,0.25333952110595753,0.11022332946894281,0.18677744935285404
ADAM28_hg,0.0,0.0007596174779335461,0.0,0.0,0.007146519490118734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16_hg,0.0,0.0,0.0008034275496066134,0.0,0.004422797000830099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS18_hg,0.000123216429449317,0.0,0.0,0.0013861707845386378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS5_hg,0.0,0.0,0.0,0.0005287941759159945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS9-AS2_hg,0.0,8.089952915730703e-05,0.0,0.0002470955708506466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.400912783675983e-05,0.0
ADAMTSL3_hg,0.0,1.2184867565380724,0.0,0.0,0.10082342354629648,0.0017116415672152898,0.0,0.0,0.08423902702167738,0.1983085954340473,0.04133522958599035,0.5651016764531146,0.0,0.1625692871449107,0.013669412014904882
ADCK2_hg,0.0,0.007709863790428291,0.13341577684894876,0.08824469814501842,0.19285467769864575,0.03459029434919237,0.039271104370107425,0.01911778058590806,0.0,0.021160551191938957,0.0,0.43812969582976313,0.0,0.0,0.0339188228660964
ADCY2_hg,0.0,0.2047430398163445,0.0,0.0,0.0,2.755299918127718e-05,0.009489058385067044,0.0,0.0,0.0,0.03373755623366714,0.0468734671104221,0.004634186831838262,0.0,0.0
ADCY6_hg,0.0,0.028492254840791684,0.01894804012624421,0.0,0.07746174751482054,0.0,0.0,0.0,0.0,0.0,0.0,0.033109662938500074,0.0,0.0,0.0
ADCYAP1_hg,0.0,0.0,0.0,0.0,0.007707275913654044,0.0,0.0,0.004582452252555235,0.0,0.0,0.0,0.0,0.0,0.0,0.0014764221368004505
ADD2_hg,0.0,0.16264856362221675,0.0,2.104069209379794,0.0,0.4928971106609753,0.0,0.0,0.0,0.0,0.07679759481995248,0.44341643119502905,0.2163787897549177,0.9110395500174794,0.0
ADGB_hg,0.000115293707180271,0.0007038622261604961,0.0011583166816815146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031321018687134107,0.0,0.0,0.0,0.0008760829896429647
ADGRA2_hg,0.0,0.003308947405365243,0.032669969654097714,0.0032642535324247596,0.019869049092821008,0.0,0.00034006656847289824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012452013024684953
ADGRD1-AS1_hg,0.0006521517014822955,0.0,0.001170153820494066,0.007651308309078763,0.0,0.0006976401055452213,0.0,0.01198249117229407,0.0,0.0,0.0,0.0,0.004572544563383003,0.0,0.0
ADGRD1_hg,0.0,0.03641348785923379,0.07978577068976533,0.03309154835740484,0.0,0.0,0.0,0.021430704489791494,0.0,0.0,0.0,0.057002272754852354,0.0,0.0,0.03302713023373146
ADGRE5_hg,0.0,0.07801884097979643,0.015931153635329386,0.03309564110654651,0.8922589490900229,0.00986501924532392,0.09542728269539308,0.06795523760411788,0.0,0.05893282121001128,0.0,0.5714618033894091,0.0,0.14231798138184384,0.503192958964465
ADGRG1_hg,0.0,0.0,0.00667519895019419,0.0,0.08664884565723806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG6_hg,0.0,0.0,0.0,0.004722211766569563,0.009686898873829711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL3_hg,0.0,0.0,0.004445381653780359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008919689755316404,0.0,0.0,0.013546074314104763
ADGRV1_hg,0.0,0.927111110762585,0.0,0.0,0.7642707498438381,0.5118350141212785,0.0,0.0,0.0974310997622814,0.9667868168238272,0.11048222185476932,0.6823002223820133,0.28129541018926846,0.0,1.7971563918992528
ADM2_hg,0.0,0.12193978465633128,0.2622746571041113,0.0,0.0,0.0,0.004853724980134806,0.0,0.0,0.0,0.0,0.2952045880256681,0.0,0.0,0.0
ADORA2A_hg,0.0,0.0,4.9929517649180996e-05,0.0,0.0,0.0007359370637279158,0.0,0.0,0.0,0.0,0.0,0.0015735026054061387,0.0,0.0,0.0
ADRA2A_hg,0.0,0.00012812319586747594,0.0,5.006090117416085e-05,0.00044473038453609357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB2_hg,0.0,0.0,0.0,0.005943069941528128,0.06215954369335748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEBP1_hg,0.0,0.0003363272345445262,0.0,0.0,0.013483017174033107,0.0,0.0,0.0,0.0035480553744304953,0.0014013771224147525,0.0,0.009524927998733534,0.0,0.0,0.00624769742780103
AF001548.1_hg,0.0,1.1809237399309e-05,0.0001902316669116604,0.0,0.0,0.0,0.0,0.00019323700868801723,0.0,0.0,0.0,0.0,0.0,8.54506475130613e-05,0.0
AF117829.1_hg,0.0,1.0566494169921348,0.14248568363683475,0.096735347710084,0.11351090197663717,0.09621833800688016,0.0,0.10816540619923666,0.1319251100832717,0.23437431168603873,0.0345897498967243,0.06867917283415183,0.027284829677844694,0.0732526440732077,0.17973930222309967
AF129408.2_hg,0.0,0.0,6.032602592923807e-05,0.0,0.0,0.0,0.00010789212983688888,0.0,0.0,0.0,0.0,0.0004908042898160222,0.0,0.0,0.0
AFAP1-AS1_hg,0.0,0.06512789804248453,0.3350042055307436,0.3779137088544324,0.5213381456061544,0.0,0.0,0.46523298123288964,0.0951377546190886,0.0,0.0,0.6927087676486342,0.24913747314498041,0.03308638113834556,0.38982723975829287
AFDN-DT_hg,0.00407725482992644,0.3337126148250859,0.012261855275881058,0.008711612485530687,0.04582179556437851,0.028154919116624915,0.010303919643957687,0.00041824686062316225,0.0,0.0,0.04464441958242356,0.0,0.01202345702758434,0.0,0.0
AFF2-IT1_hg,0.0,0.00016072142421066633,0.0,0.0,0.0,0.0,0.00022426120983282347,0.0,0.00035186324894152506,0.0,0.0,0.0,0.0,0.0,0.0
AGAP9_hg,0.0035301683562978512,0.1176476972931188,0.0,0.010587003135371772,0.04387844840357957,0.03173885022682244,0.0,0.0,0.0,0.0,0.0,0.24936636693796607,0.0,0.0,0.007979254965115114
AGMO_hg,0.0,0.021763021168316576,0.010041108189608391,0.0,0.023860199454082534,0.0,0.0,0.0,0.0,0.0,0.0016048078808457314,0.0,0.0,0.0,0.0
AGPAT4_hg,0.0,0.4577784944035186,0.17820642015957402,1.017302849561122,0.27251572433437,0.021793551005441638,0.0,0.0,0.0,0.07583515784806241,0.06586480201371532,0.19224516781819329,0.10639625989721717,0.05571693055150479,0.429018999142439
AHNAK2_hg,0.0,0.004575538586207,0.0,0.007739505534463557,0.0769528310418503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHNAK_hg,0.0,0.3603965339696058,0.8337228777733555,0.604110969057613,1.6017370766614485,0.0,0.0,0.0,0.19078643680330118,0.5521982127123014,0.38302843528066194,0.0,0.0,0.3436919594180372,2.991803381780774
AHSP_hg,0.0,0.0,0.0,1.1183916740475914,0.0,0.1307708765161629,0.0,0.04856804855471904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AICDA_hg,0.0,0.12170947178320718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01703065760775398,0.031315882750051025,0.0,0.0,0.0,0.007205320323254866
AIDA_hg,0.059164889602371776,0.3436542439510265,0.6790977347454589,0.6752921979704424,0.22012111439764914,0.34280698339524857,0.0,0.2783058770571044,0.0,0.0,0.0,0.0,0.3493215283841566,0.42421665215651544,0.6373422199514935
AIF1_hg,0.0,0.007762737505493465,0.0,0.11298531927773761,0.2962986799189837,0.0,0.0,0.42490709154351547,0.022774964239731414,0.013855879843254239,0.0,0.0,0.0,0.0,0.2845593837028573
AIG1_hg,0.0,0.3407517628539187,0.07039384117862327,0.1501499365894322,0.09626204748184333,0.5033081035377446,0.014485238938533191,0.234147541338642,0.10413312433271507,0.8577192263578819,0.0,0.5011469204118206,0.0,0.3635766727791288,1.3898929101986972
AIM2_hg,0.0,0.0,0.04726571336072572,0.0,0.09925820194027318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007179478826581021
AJ003147.1_hg,2.2523233148554625e-05,0.0005887563436684903,0.0007973148449426065,0.00024006062498973662,0.0015329048643942572,0.0,0.0,6.740590748432816e-05,0.0,0.0,0.0,0.001165162006427853,0.0,0.0,0.0
AJ239328.1_hg,0.0,0.0,0.0,6.338262995934897e-05,0.0,5.226979979963316e-05,0.0,0.0,0.0,0.00013648631458455107,0.0,0.0002170176538835096,0.0,0.0,0.0
AJAP1_hg,0.0,0.0005595496929198261,0.0,0.0,0.0009520807367104613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK9_hg,0.0,0.41694751957068016,0.013543486228306754,0.0,0.032344555100047745,0.03255661269777599,0.03312185701500933,0.011311372076032614,0.0,0.09930160067323882,0.05814937131849121,0.0,0.0,0.0,0.0
AKAP11_hg,0.033777314390960995,0.41832252754907173,0.39912853869019077,0.4699306175376493,0.4087837966977418,0.25195604921308684,0.0,0.32686987490662045,0.005646546468817526,0.0,0.0,0.1885925310725874,0.452241219059996,0.27173641938787424,0.40139497499151433
AKAP12_hg,0.0,0.0,0.0,0.0,0.35894878830745147,0.0,0.0,0.0,0.0,0.02845816029523573,0.012646341483405613,0.08078071059751629,0.02829036824151639,0.10820082710926622,0.0
AKAP13_hg,0.0,0.039564554290009164,0.03261086545670232,0.024045582724273516,0.14134954737677471,0.0,0.0,0.0,0.0,0.0,0.003801229014250975,0.021584423572237475,0.0,0.0,0.07190258556974646
AKAP9_hg,0.0,1.4984758972700247,1.1220037131424498,1.0800953702056408,1.4517207107367303,0.38134969680791037,0.0679904396658359,0.0,0.6491353312768432,1.0611312272928282,0.8268911495321497,1.3026654735891416,0.7735212112829795,1.961438644283297,1.3142631903300221
AKNA_hg,0.0,0.0,0.7862370923273482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7982122603874728,0.0,0.0,0.0
AKR1B15_hg,0.0,0.0036023859627078002,0.0006060519564597761,0.006580059473467673,0.004289094679803263,0.0006205466604290228,0.0003715760445158746,0.0010489175561947455,0.000912510477867457,0.00017338660401669325,0.0,0.0,0.0,0.0,0.0
AKR1C1_hg,0.0,0.2767680797067642,0.6995877113690351,0.0,0.2703230576365457,0.0,0.2594803329155769,1.4781581153557548,0.0,0.2383626408248012,0.0032532055887464642,0.0,0.14529112023593369,0.0,0.42082795904622894
AKR1C2_hg,0.0,0.06977495905448002,0.5289109837026845,0.0,0.0,0.0,0.17779658155013642,0.6242693288672463,0.0,0.02795622338779125,0.0,0.0,0.0,0.0,0.13197263597209677
AKR1C3_hg,0.0,0.0,0.2040268623018504,0.0,0.026007599281375544,0.0,0.05387307808189182,0.16504691986286385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKT3_hg,0.0,0.22589448745010948,0.018886897711548764,0.01568084256736569,0.17780809229164002,0.02774554797759566,0.0,0.0,0.011610347437704904,0.0,0.0032145500453217538,0.030076227912536602,0.0,0.0,0.03880822064137036
AL008638.5_hg,0.0,0.2018578909148523,0.00580242264470822,0.0,0.0007231718918404374,0.0,0.0,0.0,0.0,0.038873631428462806,0.048277511466405604,0.0,0.0,0.0,0.0
AL008730.1_hg,0.0,0.38992801647223174,0.0,0.0393572599195934,0.039757830236647855,0.001959576862268729,0.014467323211180683,0.020360345059832502,0.03827489001347306,0.06122779317212918,0.0,0.14655928051154304,0.00031314882520988395,0.016052070391333485,0.007164113090146002
AL009031.1_hg,0.0,0.10242983919144277,0.1008648514818188,0.2698987374571089,0.0,0.09082438316273836,0.008008255864677223,0.1186142496732436,0.02699079579124933,0.0,0.0,0.0,0.02001149920893741,0.0,0.0
AL009177.1_hg,0.0,0.0003180686963940211,0.00028309822810981854,0.0004095440241433417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.491555168687139e-05,0.0011980691827633734,0.0
AL021328.1_hg,0.0,0.0007924968061773854,0.0,0.0,0.0,0.0,0.0,0.0,0.00016442019572832404,0.0,4.3859071722493174e-05,0.0,0.0,0.0,0.0
AL021392.1_hg,0.0,4.715734803766713e-06,0.0,0.0002198571679146812,2.893585777247755e-05,6.168573513968135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021917.1_hg,0.0,0.0,0.0,0.0,0.01816147295572094,0.0,0.000859066071551513,0.007559956797891839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021978.1_hg,0.0,0.0,0.015922924177694385,0.0,0.12626226049344483,0.0,0.002842991085648141,0.050271970530838476,0.0,0.019093614356049372,0.0,0.06456659002745134,0.0,0.001426082365583369,0.06450156524694868
AL022151.1_hg,0.0,1.8736180919676086,0.0,0.0,0.0,0.1467749166028313,0.0,0.05151728454983566,0.17004908880556832,0.5673649493956384,0.004521736352354771,0.7844181135722561,0.010944390000578234,0.2474233793851963,0.10947599488151451
AL022322.2_hg,0.0,1.185112918540798,0.02490699083421203,0.0,0.09471078541496386,0.026808056957476022,0.05923246574690388,0.03732944430572886,0.0,0.13354929259137235,0.3127711626797277,0.0,0.008672854248344774,0.0,0.009490782629067624
AL022323.2_hg,0.0,0.138112711747515,0.007935795395375983,0.0,0.0,0.0016066903303216765,0.009275789840184135,0.0,0.0,0.0,0.016794527329884915,0.008044856819493136,0.0,0.0,0.0
AL022328.1_hg,0.0,0.0004594908359640307,0.0008456685829701987,0.0,0.0010177510812625855,0.0007252251849714396,0.0,0.0,0.0,0.0004372331553979804,0.0,0.0,0.0,0.0,0.00018322781923683858
AL022332.1_hg,0.0,0.0,0.0,4.842662301683588e-05,2.0485821242161628e-07,1.2642881720644156e-06,0.0,6.566975669061788e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL023581.1_hg,0.0,0.00022809953965405972,0.0,7.916808980096241e-05,0.00016021694205210223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031123.4_hg,0.0,0.0,0.0,0.031774748218894235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031123.5_hg,0.0,0.021296142419278796,0.0,0.0904665407729947,0.0,0.0,0.0,0.0,0.0,0.0,0.0035549243670159243,0.0,0.004132851476716145,0.0,0.0
AL031290.1_hg,0.0,0.00010784865669514304,0.0,6.678250860443266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006813603926079838
AL031432.4_hg,0.0003970523716590234,0.3914973933918199,0.02679998951650704,0.022330524924681336,0.0,0.0262728341711298,0.01842055965862604,0.002244505845172533,0.0,0.0,0.05798279066985751,0.07080444407411589,0.0020286171844429352,0.0,0.004429443807634586
AL031587.5_hg,0.005378219734597199,0.1923336439550019,0.20224888468693833,0.0,0.01001762704688763,0.0,0.0,0.0,0.0,0.0,0.017516494324714586,0.01079784835985242,0.0,0.0,0.021567798184820738
AL031595.3_hg,0.007844757871264102,0.9830964326862347,0.026501867933869404,0.09109876015472106,0.06544340849089618,0.0,0.05823412484446263,0.0,0.0,0.10931685351279699,0.17384076554807804,0.0,0.10399701365695849,0.0,0.0
AL031658.1_hg,0.0,0.2869640801638785,0.0002748445484807175,0.0,0.014589949256347866,0.011084283555495865,0.00868504251629184,0.03282387130533426,0.0,0.0113481168881521,0.054833964527225255,0.0,0.008715804329981213,0.0,0.0
AL031663.3_hg,0.0,0.08491326874687653,0.002908381377952767,0.0,0.0,0.0,0.0018813900567484115,0.0,0.0,0.0,0.005288866915937998,0.02891690491250631,0.002043263147438756,0.0,0.0
AL031708.1_hg,0.0,0.746725820148198,0.015218702375311009,0.0,0.03640539130087854,0.0018783464815058536,0.028469044314535393,0.0,0.0,0.0317579977865623,0.24014841140001464,0.07953532870975999,0.03140569092935689,0.03846954061896606,0.0
AL031727.2_hg,0.0,0.0,6.398237121713312e-05,0.0,0.0,0.000248152318348366,0.0,0.0003167861016799151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031779.1_hg,0.0,0.0003092595069476131,0.00022759338245447334,0.0006826995306878686,0.0,0.0,0.00014490193116096595,1.4491241439731368e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.734471683405279e-05
AL033397.1_hg,0.0,0.0035893725267335907,0.011347765748958129,0.0007134890605128327,0.0031575318404274376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL033504.1_hg,0.15059269804332684,0.034823993340396237,0.0038564919478314657,0.13009586409071827,0.2296259236394046,0.0,0.0,0.6320811759188554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL033523.1_hg,0.0,0.0,0.0,0.042675852715623706,0.0007715825422139836,0.00712453314284224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL033539.2_hg,0.0,0.02376249638015913,0.0,0.0011037969542909446,0.0,0.0039032801267036036,0.0,0.0,0.0036421683565578387,0.0005903805704244442,0.0,0.019244176284451738,0.0,0.0,0.0030129759347761924
AL034397.2_hg,0.0971225889086767,0.0,1.0633924285049072,0.0,0.0,0.09915439861785,0.10605754514552278,0.9018201572930765,0.0,0.7433096855873397,0.0,0.25718945589631165,0.14499637952336575,0.0,0.3970305082526067
AL035252.5_hg,0.0,0.7889076707991944,0.0,0.022629213232911435,0.01620768793447533,0.0,0.0,0.0,0.04334310157249555,0.15283322379728756,0.02095798001022301,0.2245025874409578,0.0,0.10719998986027506,0.0
AL035411.3_hg,0.0,0.3666432810678829,0.0,0.0008291294277954746,0.07710933755130375,0.032758231749240106,0.004765689757325438,0.061161771547327486,0.032191216503926624,0.01315119457508233,0.0,0.150804523196301,0.013989198374508889,5.671891857759947e-05,0.031154855307418274
AL035446.2_hg,0.0,0.003938195169074288,0.0038419191621194095,0.0026641621933274663,0.0016273407102038145,0.002668111564674481,0.002038884172282648,0.007227411072364019,0.0,0.0,0.0,0.0,0.0,0.0,0.003397112167474401
AL035665.1_hg,0.0,0.0,0.0003522198030561356,0.0,0.005214112676627079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL035694.1_hg,0.0003959143237215469,0.0,0.00016129969234923526,0.0,0.0,0.0008111608220632056,0.0,0.0,0.00011309750223349002,0.0002328656158530868,0.0,0.0,0.0,0.0,0.0
AL035696.3_hg,0.0,0.0,0.00026442319207703913,0.0,0.00034109222057402175,0.0,3.193061202476881e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049552.2_hg,0.0,0.0028335926865292807,0.012286591737812965,0.0,0.0008095419283314691,0.0,0.0065610547680019825,0.02310702110440276,0.0,0.0,0.0,0.0,0.0,0.0,0.004729482632462173
AL049692.6_hg,0.0,0.0013864761780434146,0.0002038438108598791,0.0005670730291812196,0.0,0.0,0.0,0.0010106030280217669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049828.1_hg,0.0,0.4815226708343106,0.0,0.05636457058213612,0.034926047216100556,0.04777043927722803,0.0,0.05223492770418867,0.065283878852572,0.014339484058905906,0.0,0.033215901941684604,0.0,0.06784911992336967,0.015261627234426325
AL049839.3_hg,0.0,0.2271314107353109,0.0,0.0,0.016394698753136754,0.0502828396225686,0.0,0.011246595207370758,0.026509895390652256,0.0,0.0,0.07170924443671299,0.006627713708688159,0.013470994156602877,0.05778330264885282
AL078459.1_hg,0.010598293998712347,0.16763234197674018,0.008561200334911551,0.0,0.04835244578211007,0.009880386330484882,0.003763182668851898,0.01628635683074715,0.002859930583818118,0.0,0.006939722170241909,0.0,0.007342765233204628,0.0,0.0
AL096803.3_hg,0.0,0.00014412065320025595,0.0,5.1948629081152965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109627.1_hg,0.0,0.2556385101802283,0.08730554146406423,0.03142852300847274,0.0,0.0,0.011743240112305866,0.06106899332730667,0.0,0.0,0.04887119681428392,0.11789800664183124,0.05651165990252186,0.0,0.03448817489728604
AL109763.1_hg,0.0,0.00030878256723687044,0.00021918193452745573,8.417086634099924e-05,0.0,1.1412096136124692e-05,0.0,0.00016294525713317432,1.5558757676734283e-05,0.0,0.0,0.0,0.00010499959562250316,0.0,0.0
AL109810.2_hg,0.0,0.0,0.0,0.0,0.0036106386949045074,0.0,0.0,0.0010898427889561716,0.0,0.0,0.0,0.00023294460745561203,0.0,0.0,0.0
AL109829.1_hg,0.0,4.1228480615122454e-05,0.0,7.298787798630734e-05,0.0,0.0,6.1486412862109315e-06,0.0,0.0,0.0,0.0,0.0,0.00017455993558939913,0.0,0.0
AL109933.5_hg,0.0,0.02405794754083189,0.0,0.11279790861560819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109945.1_hg,0.0,0.0,7.647978183864151e-05,0.0,0.0,0.00010823324932858167,0.0,0.0,4.896810716648394e-05,0.0,1.3057983369801432e-05,0.0,0.0,0.00011181276971400496,5.860060017060322e-06
